cpv_code,name,description
35113420,Odeća za nuklearnu i radiološku zaštitu,Nuclear and radiological protection clothing
42214100,Kuhinjski šporeti,Cooking ovens
75130000,Pomoćne usluge za državnu upravu,Supporting services for the government
34223340,Prikolice cisterne,Tanker trailers
30237130,Računarske kartice,Computer cards
32421000,Mrežni kablovi,Network cabling
37314310,Korneti,Musical cornets
42211100,Centrifugalni separatori pavlake,Centrifugal cream separators
42675000,Delovi i pribor za mašine alatke za obradu tvrdih materijala,Parts and accessories for hard material-working machine tools
34711000,Helikopteri i avioni,Helicopters and aeroplanes
45223600,Radovi na izgradnji štenara,Dog kennels construction work
33161000,Jedinica za elektrohirurgiju,Electrosurgical unit
33157000,Uređaji za gasnu terapiju i respiratorni uređaji,Gas-therapy and respiratory devices
03417000,Drvni ostaci,Scrap wood
90511100,Usluge sakupljanja čvrstog komunalnog otpada,Urban solid-refuse collection services
43312500,Mehanički valjci,Mechanical rollers
33730000,Proizvodi za negu očiju i korektivna sočiva,Eye care products and corrective lenses
03143000,Proizvodi mešovitih poljoprivrednih gazdinstava,Products of mixed farming
42414500,Mostne dizalice,Bridge cranes
24212000,"Hrom, mangan, magnezijum, olovo i bakar oksidi i hidroksidi","Chromium, manganese, magnesium, lead and copper oxides and hydroxides"
45255000,Radovi na izgradnji objekata za naftnu i gasnu industriju,Construction work for the oil and gas industry
33182200,Uređaji za stimulaciju rada srca,Cardiac stimulation devices
34312700,Trake za prenos od gume,Rubber transmission belts
38518200,Stereo mikroskopi ili disekcijski svetlosni mikroskopi,Stereo or dissecting light microscopes
42141400,"Zamajci, kaišnici i užanici",Flywheels and pulleys
34621100,Železnički teretni vagoni,Railway freight wagons
65111000,Distribucija pitke vode,Drinking-water distribution
34144910,Električni autobusi,Electric buses
39715220,Električni otpornici za grejanje,Electric heating resistors
48510000,Komunikacioni programski paket,Communication software package
38931000,Ispitivači temperature i vlažnosti,Temperature humidity testers
03325000,Sitne životinje,Small animals
45232330,Postavljanje antena,Erection of aerials
44614310,Mašine za slaganje,Stacking machinery
80590000,Usluge mentorstva,Tutorial services
45211370,Radovi na izgradnji sauna,Construction works for saunas
33141520,Ekstrakti plazme,Plasma extracts
76470000,Usluge ispitivanja bušotine,Well-testing services
31214520,Srednjenaponske razvodne table,Medium-voltage switchboards
42113160,Separatori vlage,Moisture separators
45221248,Građevinski radovi na oblaganju tunela,Tunnel linings construction work
71351810,Topografske usluge,Topographical services
48771000,Programski paket za opštu podršku,General utility software package
42123410,Ugrađeni vazdušni kompresori,Mounted air compressors
38310000,Precizne vage,Precision balances
38431300,Aparati za otkrivanje nedostataka,Fault detectors
43613100,Delovi mašina za rezanje uglja,Parts of coal cutting machinery
72212445,Usluge izrade softvera za odnose sa klijentima,Customer Relation Management software development services
72212100,Usluge izrade industrijskog softvera,Industry specific software development services
38511100,Skenirajući elektronski mikroskopi,Scanning electron microscopes
51511400,Usluge instaliranja posebnih transportnih sistema,Installation services of special conveying systems
42996300,Prečišćivači,Scrapers
44141100,Električni vodovi,Electric conduit
34912000,Kolica za prtljag,Baggage carts
34944000,Grejači skretnica,Points heating system
09134231,Biodizel (B20),Biodiesel (B20)
30237132,USB  interfejsi,Universal Serial Bus (USB) Interfaces
39717100,Ventilatori,Fans
39721321,Uređaji za sušenje komprimovanog vazduha,Compressed-air dryers
35311100,Mačevi,Swords
39561120,Tekstilna traka,Textile tape
71631440,Usluge kontrole protoka,Flow-monitoring services
45262630,Izgradnja peći,Construction of furnaces
92312140,Zabavne usluge orkestra,Orchestral entertainment services
42632000,Numerički upravljane mašine za obradu metala,Numerically-controlled machines for metal
35126000,Oprema za skeniranje linijskog koda (bar-koda),Bar code scanning equipment
80562000,Usluge obuke za prvu pomoć,First-aid training services
64121100,Usluge dostave pošte,Mail delivery services
45111200,Radovi na pripremi i raščišćavanju gradilišta,Site preparation and clearance work
44618100,Laki kontejneri,Light containers
09211200,Ulja za podmazivanje kompresora,Compressor lube oils
45431100,Postavljanje podnih pločica,Floor-tiling work
80570000,Usluge obuke za razvoj ličnosti,Personal development training services
45215143,Radovi na izgradnji prostorija za dijagnostičke sistematske preglede,Diagnostic screening room construction work
35111400,Oprema za evakuaciju od požara,Fire escape equipment
03310000,"Ribe, ljuskari i proizvodi iz vodenih sredina","Fish, crustaceans and aquatic products"
44411100,Slavine,Taps
33764000,Salvete od hartije,Paper serviettes
45233250,"Radovi na površinskom sloju, izuzev za puteve",Surfacing work except for roads
45212330,Radovi na izgradnji biblioteka,Library construction work
33111200,Rendgenske radne stanice,X-ray workstations
37535240,Tobogani na dečijim igralištima,Playground slides
75124000,"Administrativne usluge u oblasti rekreacije, kulture i religije","Administrative recreational, cultural and religious services"
90714600,Usluge kontrole bezbednosti životne sredine,Environmental security control services
42932100,Mašine za valjanje,Rolling machines
14811200,Brusni kamen,Grindstones
33711600,Preparati i proizvodi za kosu,Hair preparations and articles
45234140,Radovi na izgradnji prelaza u istom nivou,Level crossing construction works
39156000,Nameštaj za čekaonice i recepcije,Lounge and reception-area furniture
16630000,Mašine za pripremu stočne hrane,Machinery for preparing animal feeding stuffs
33194100,Uređaji i instrumenti za infuziju,Devices and instruments for infusion
30199720,Papir za beleške,Notepaper
30122100,Digitalni ofset sistemi,Digital offset systems
19420000,Veštačka tekstilna vlakna,Artificial textile fibres
31211000,Table i ormarići za osigurače,Boards and fuse boxes
37413220,Lovački mamci,Sporting decoys
42419530,Delovi pokretnih stepenica,Parts of escalators
45253700,Radovi na izgradnji pogona za razgradnju (digestiju),Digestion plant construction work
80610000,Obuka i simulacija u vezi sa bezbednosnom opremom,Training and simulation in security equipment
35631200,Sateliti za posmatranje,Observation satellites
98332000,Banjske usluge,Spa services
42675100,Delovi lančanih testera,Parts of chain saws
71223000,Arhitektonske usluge za nadogradnju zgrada,Architectural services for building extensions
15111000,Goveđe meso,Bovine meat
16110000,Plugovi itanjirače,Ploughs or disc harrows
42141100,"Prenosna, bregasta i kolenasta vratila","Transmission, cam- and crank- shafts"
30199500,"Registratori, plitke kutije za pisma, kutije za čuvanje stvari i slični predmeti","Box files, letter trays, storage boxes and similar articles"
64216300,Usluge teleteksta,Teletext services
34431000,Bicikli bez motornog pogona,Non-motorised bicycles
33141320,Medicinske igle,Medical needles
24560000,Poliamidi u primarnim oblicima,Primary-form polyamides
37412210,Kompenzatori plutanja,Buoyancy compensators
19244000,Tkanine za zavese,Curtain fabrics
85142000,Paramedikalne usluge,Paramedical services
34521000,Čamci za posebne namene,Specialised boats
45223822,Montažne komponente,Prefabricated components
45323000,Radovi na zvučnoj izolaciji,Sound insulation work
72212700,Podrška uslugama izrade softvera,Software development services utilities
45212420,Radovi na izgradnji restorana i sličnih objekata,Construction work for restaurants and similar facilities
03322300,Konji,Horses
63733000,Usluge punjenja vazduhoplova gorivom,Aircraft refuelling services
30232140,Ploteri,Plotters
71530000,Savetodavne usluge u građevinarstvu,Construction consultancy services
15811510,Sendviči,Sandwiches
64212700,Univerzalne usluge sistema mobilne telefonije (UMTS),Universal Mobile Telephone System (UMTS) services
24412000,Sulfoazotne kiseline,Sulphonitric acids
45215000,"Radovi na izgradnji zgrada u funkciji zdravstvenih i socijalnih službi, krematorijuma i javnih toaleta","Construction work for buildings relating to health and social services, for crematoriums and public conveniences"
45314200,Ugradnja telefonskih vodova,Installation of telephone lines
15612400,Mešavine za pripremu pekarskih proizvoda,Mixes for the preparation of baker's wares
43711000,Delovi mašina za valjanje metala,Parts of metal-rolling machinery
45252000,"Radovi na izgradnji postrojenja za preradu otpadnih voda, postrojenja za prečišćavanje i postrojenja za spaljivanje otpada","Construction works for sewage treatment plants, purification plants and refuse incineration plants"
90712400,Usluge upravljanja prirodnim resursima ili usluge planiranja strategije očuvanja prirodnih resursa,Natural resources management or conservation strategy planning services
24111200,Retki gasovi,Rare gases
34928520,Bandere za svetiljke,Lampposts
15871200,"Sosovi, mešani začini i mešana začinska sredstva","Sauces, mixed condiments and mixed seasonings"
35111100,Aparati za disanje pri gašenju požara,Breathing apparatus for firefighting
30232130,Grafički kolor štampači,Colour graphics printers
45431200,Postavljanje zidnih pločica,Wall-tiling work
79822100,Usluge izrade štamparskih ploča,Print-plate making services
38341000,Aparati za merenje radijacije,Apparatus for measuring radiation
42962300,Grafičke radne stanice,Graphics workstations
71351913,Usluge geološkog istraživanja,Geological exploration services
42943700,Grejni cirkulatori,Heating circulators
39122100,Ormari,Cupboards
42810000,Delovi mašina za proizvodnju hartije  ili kartona,Parts of machinery for paper or paperboard production
35123400,Identifikacione značke,Identification badges
34941000,Šine i šinski pribor,Rails and accessories
42923000,Mašine za merenje težine i vage,Weighing machinery and scales
24322500,Alkohol,Alcohol
34522000,Čamci za sport i rekreaciju,Pleasure and sporting boats
33123230,Kardiograf,Cardiographs
42113120,Kućišta,Casings
92224000,Digitalna televizija,Digital television
38932000,Merači vlage,Moisture meters
24590000,Silikoni u primarnim oblicima,Primary-form silicones
45233160,Staze i druge površine posute tucanikom,Paths and other metalled surfaces
34144710,Utovarivači na točkovima,Wheeled loaders
45213220,Radovi na izgradnji skladišta,Construction work for warehouses
45221112,Radovi na izgradnji železničkih mostova,Railway bridge construction work
30124000,Delovi i pribor za kancelarijske mašine,Parts and accessories of office machines
44523300,Pribor,Fittings
16610000,"Mašine za čišćenje, sortiranje ili gradiranje jaja, voća i drugih poljoprivrednih proizvoda","Machines for cleaning, sorting or grading eggs, fruit or other produce"
39721411,Grejači na gas,Gas heaters
33945000,Rashladne komore za mrtvačnice,Morgue walk in refrigerators
48110000,Programski paketi za prodajna mesta (POS),Point of sale (POS) software package
39541100,"Upleteni materijal, konopci i užad","Twine, cordage and rope"
32323200,Monohromatski video monitori,Monochrome video monitors
33111300,Uređaji za obradu rendgenskih zraka,X-ray processing devices
65121000,Usluge demineralizacije vode,Water demineralisation services
34133000,Zglobni kamioni,Articulated trucks
37441200,Penjalice,Stair climbers
30199763,Oznake za zaštitu od krađe,Theft protection labels
45213141,Radovi na izgradnji natkrivenih pijaca,Covered market construction work
85141211,Usluge kućne dijalize,Dialysis home medical treatment services
45213150,Radovi na izgradnji poslovnih zgrada,Office block construction work
45232422,Radovi za preradu kanalizacijskog blata,Sludge-treatment works
33141760,Šine,Splints
